experiment,scenario,strategy,variant,param,value,n_seeds,asr_final_mean,asr_post_mean_mean,false_retrieval_rate_mean,answer_flip_rate_mean,propagation_final_mean,propagation_peak_mean,exposure_final_mean,clean_accuracy_final_mean,clean_accuracy_mean_mean,clean_unknown_final_mean,target_accuracy_final_mean,fp_reject_rate_mean,fn_accept_rate_mean,fn_accept_injected_mean,recovery_rounds_mean,recovered_mean,context_tokens_per_query_mean,scored_per_query_mean,verifier_lookups_mean,messages_mean,asr_final_sd,asr_post_mean_sd,false_retrieval_rate_sd,answer_flip_rate_sd,propagation_final_sd,propagation_peak_sd,exposure_final_sd,clean_accuracy_final_sd,clean_accuracy_mean_sd,clean_unknown_final_sd,target_accuracy_final_sd,fp_reject_rate_sd,fn_accept_rate_sd,fn_accept_injected_sd,recovery_rounds_sd,recovered_sd,context_tokens_per_query_sd,scored_per_query_sd,verifier_lookups_sd,messages_sd
strategies,none,naive,default,,,8,0.0416668,0.0526042,0.11875,0.0046875,,,,0.934375,0.932292,0.040625,0.95,0,1,,,1,36.6927,3,0,150,0.0771518,0.0838655,0.141351,0.0116661,,,,0.0718847,0.0699259,0.0625892,0.0734633,0,0,,,0,0.391992,0,0,0
strategies,none,confidence,default,,,8,0.0541666,0.06875,0.11875,0.0208334,,,,0.934375,0.932292,0.040625,0.9375,0,1,,,1,39.6927,12,0,150,0.109744,0.11387,0.141351,0.0589257,,,,0.0718847,0.0699259,0.0625892,0.106066,0,0,,,0,0.391992,0,0,0
strategies,none,provenance,default,,,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
strategies,none,verified,default,,,8,0.05,0.0546875,0.0770834,0.0270834,,,,0.946875,0.944792,0.040625,0.929167,0,0.782089,,,1,54.6973,12,196.25,150,0.103892,0.104165,0.115899,0.0576922,,,,0.0632985,0.063455,0.0625892,0.114694,0,0.333336,,,0,0.395088,0,39.1143,0
strategies,none,quarantine,default,,,8,0.0583333,0.0604167,0.0765625,0.025,,,,0.953125,0.948958,0.034375,0.9125,0.00331565,0.768398,,,1,54.6964,12,197.625,153.75,0.108012,0.107183,0.115447,0.0584184,,,,0.0525043,0.0544521,0.0498883,0.122069,0.00937807,0.341923,,,0,0.393939,0,36.6097,3.53553
strategies,plain,naive,default,,,8,0.0958333,0.136458,0.711458,0.0906249,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.904167,0,1,1,6.125,0.5,36.6982,3,0,152,0.107552,0.116043,0.0730823,0.0611055,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.107552,0,0,0,2.41646,0.534522,0.404929,0,0,0
strategies,plain,confidence,default,,,8,0.179167,0.207813,0.711458,0.161979,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.820833,0,1,1,8,0,39.6982,12,0,152,0.109744,0.13075,0.0730823,0.081084,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.109744,0,0,0,0,0,0.404929,0,0,0
strategies,plain,provenance,default,,,8,0.0708333,0.0802084,0.121875,0.034375,0,0,0.4,0.94375,0.944792,0.03125,0.925,0,0.432264,0,2.75,0.75,51.6954,12,0,152,0.114694,0.116683,0.146228,0.0579388,0,0,0,0.0608716,0.0573794,0.0347183,0.112335,0,0.121801,0,3.49489,0.46291,0.396152,0,0,0
strategies,plain,verified,default,,,8,0.0541667,0.0583334,0.0802084,0.03125,0,0,0.4,0.965625,0.9625,0.021875,0.925,0,0.294351,0,2.375,0.75,54.6986,12,199.25,152,0.105315,0.106603,0.123015,0.0580351,0,0,0,0.0399497,0.0445435,0.0311606,0.120515,0,0.160057,0,3.62284,0.46291,0.39769,0,37.9539,0
strategies,plain,quarantine,default,,,8,0.0458333,0.0593751,0.0791666,0.025,0,0,0.0416666,0.953125,0.946875,0.034375,0.925,0.00331565,0.293082,0,2.375,0.75,54.6964,12,202.625,179.5,0.0775364,0.104529,0.121396,0.0584184,0,0,0.117851,0.0525043,0.0525043,0.0498883,0.100396,0.00937807,0.161314,0,3.62284,0.46291,0.393939,0,36.9399,10.351
strategies,forged_meta,naive,default,,,8,0.0958333,0.136458,0.711458,0.0906249,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.904167,0,1,1,6.125,0.5,36.6982,3,0,152,0.107552,0.116043,0.0730823,0.0611055,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.107552,0,0,0,2.41646,0.534522,0.404929,0,0,0
strategies,forged_meta,confidence,default,,,8,0.241667,0.267708,0.711458,0.221875,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.758333,0,1,1,8,0,39.6982,12,0,152,0.0971825,0.109376,0.0730823,0.0718847,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.0971824,0,0,0,0,0,0.404929,0,0,0
strategies,forged_meta,provenance,default,,,8,0.208333,0.246875,0.711458,0.201042,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.791667,0,1,1,8,0,51.6982,12,0,152,0.0830948,0.110526,0.0730823,0.0631807,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0830947,0,0,0,0,0,0.404929,0,0,0
strategies,forged_meta,verified,default,,,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,54.7013,12,197.875,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.40838,0,37.7489,0
strategies,forged_meta,quarantine,default,,,8,0.0624999,0.0708333,0.128646,0.0348958,0.0458334,0.0458334,0.0875,0.95,0.938542,0.040625,0.929167,0.0300918,0.307982,0.11413,2.375,0.75,54.6982,12,202.5,179.5,0.118773,0.134075,0.249219,0.0860259,0.129636,0.129636,0.247487,0.0550973,0.0594181,0.051647,0.11607,0.0181503,0.287374,0.322809,3.62284,0.46291,0.376957,0,38.2511,10.351
strategies,sybil,naive,default,,,8,0.508333,0.457292,0.841146,0.408854,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.491667,0,1,1,8,0,36.6972,3,0,152,0.167853,0.142152,0.0374297,0.109073,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.167853,0,0,0,0,0,0.406876,0,0,0
strategies,sybil,confidence,default,,,8,0.579167,0.522917,0.841146,0.474479,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.420833,0,1,1,8,0,39.6972,12,0,152,0.158302,0.156268,0.0374297,0.109663,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.158302,0,0,0,0,0,0.406876,0,0,0
strategies,sybil,provenance,default,,,8,0.575,0.515104,0.841146,0.461979,0.5875,0.5875,0.9875,0.9625,0.958333,0.015625,0.425,0.00159039,1,1,8,0,51.6972,12,0,152,0.163056,0.156885,0.0374297,0.0998868,0.0172515,0.0172515,0.0172515,0.0582482,0.0556348,0.0296934,0.163056,0.00302707,0,0,0,0,0.406876,0,0,0
strategies,sybil,verified,default,,,8,0.354167,0.308854,0.489583,0.272917,0.35,0.35,0.75,0.984375,0.975,0.0125,0.629166,0.00129666,0.745036,0.729722,8,0,54.6982,12,206.125,152,0.201532,0.178333,0.16099,0.128367,0.106904,0.106904,0.106904,0.0265165,0.0255883,0.0267261,0.217078,0.00274925,0.135607,0.145668,0,0,0.406216,0,40.706,0
strategies,sybil,quarantine,default,,,8,0.1125,0.111458,0.135417,0.0703125,0.0625,0.0625,0.104167,0.95,0.945833,0.0375,0.858334,0.00461099,0.214853,0.114583,2.375,0.75,54.6955,12,209.625,217.625,0.255068,0.240512,0.253272,0.180806,0.176777,0.176777,0.294628,0.05,0.051755,0.0481812,0.254328,0.00956842,0.295089,0.324091,3.62284,0.46291,0.394778,0,36.2016,16.5697
strategies,sybil_evasive,naive,default,,,8,0.6125,0.481771,0.827604,0.470313,0.595833,0.595833,0.9875,0.925,0.922917,0.0125,0.3875,0,1,1,8,0,36.7961,3,0,152,0.156284,0.101133,0.0302879,0.0971939,0.0213621,0.0213621,0.0172515,0.0707107,0.0683928,0.0231455,0.156284,0,0,0,0,0,0.46174,0,0,0
strategies,sybil_evasive,confidence,default,,,8,0.629167,0.517709,0.827604,0.50625,0.595833,0.595833,0.9875,0.953125,0.946875,0.0125,0.370833,0,1,1,8,0,39.7961,12,0,152,0.155775,0.0986453,0.0302879,0.0930631,0.0213621,0.0213621,0.0172515,0.0632985,0.0629842,0.0231455,0.155775,0,0,0,0,0,0.46174,0,0,0
strategies,sybil_evasive,provenance,default,,,8,0.620834,0.503646,0.827604,0.488542,0.595833,0.595833,0.9875,0.9375,0.93125,0.0125,0.379166,0.000959079,1,1,8,0,51.7961,12,0,152,0.15112,0.0917056,0.0302879,0.0871948,0.0213621,0.0213621,0.0172515,0.0626783,0.0605448,0.0231455,0.15112,0.00271268,0,0,0,0,0.46174,0,0,0
strategies,sybil_evasive,verified,default,,,8,0.670833,0.536979,0.819271,0.521354,0.591667,0.591667,0.9875,0.95625,0.947917,0.025,0.329167,0.00128042,0.990595,1,8,0,54.7998,12,186.875,152,0.18382,0.121221,0.0329545,0.121262,0.0154302,0.0154302,0.0172515,0.0513218,0.0550523,0.0400892,0.18382,0.00273501,0.00873722,0,0,0,0.46854,0,37.0191,0
strategies,sybil_evasive,quarantine,default,,,8,0.658333,0.552083,0.832292,0.532292,0.595834,0.595834,0.9875,0.971875,0.963542,0.015625,0.341667,0.0045305,0.989499,1,8,0,54.7996,12,190,155.75,0.155073,0.12156,0.0334632,0.121983,0.0330343,0.0330343,0.0172515,0.0364434,0.0436294,0.0351971,0.155073,0.0100782,0.0120687,0,0,0,0.46139,0,35.5849,3.53553
threshold,none,confidence,default,threshold,0.2,8,0.0541666,0.06875,0.11875,0.0208334,,,,0.934375,0.932292,0.040625,0.9375,0,1,,,1,39.6927,12,0,150,0.109744,0.11387,0.141351,0.0589257,,,,0.0718847,0.0699259,0.0625892,0.106066,0,0,,,0,0.391992,0,0,0
threshold,none,confidence,default,threshold,0.35,8,0.0541666,0.06875,0.11875,0.0208334,,,,0.934375,0.932292,0.040625,0.9375,0,1,,,1,39.6927,12,0,150,0.109744,0.11387,0.141351,0.0589257,,,,0.0718847,0.0699259,0.0625892,0.106066,0,0,,,0,0.391992,0,0,0
threshold,none,confidence,default,threshold,0.5,8,0.0541666,0.06875,0.11875,0.0208334,,,,0.934375,0.932292,0.040625,0.9375,0,1,,,1,39.6927,12,0,150,0.109744,0.11387,0.141351,0.0589257,,,,0.0718847,0.0699259,0.0625892,0.106066,0,0,,,0,0.391992,0,0,0
threshold,none,confidence,default,threshold,0.65,8,0.0541666,0.06875,0.11875,0.0208334,,,,0.934375,0.932292,0.040625,0.9375,0,1,,,1,39.6927,12,0,150,0.109744,0.11387,0.141351,0.0589257,,,,0.0718847,0.0699259,0.0625892,0.106066,0,0,,,0,0.391992,0,0,0
threshold,none,confidence,default,threshold,0.8,8,0.0375,0.0375,0.0609376,0,,,,0.8125,0.811458,0.175,0.729167,0.112802,0.682089,,,1,39.6252,12,0,150,0.0700057,0.0700057,0.0841903,0,,,,0.109381,0.104363,0.110195,0.173148,0.0202487,0.432457,,,0,0.34904,0,0,0
threshold,none,provenance,default,threshold,0.2,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
threshold,none,provenance,default,threshold,0.35,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
threshold,none,provenance,default,threshold,0.5,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
threshold,none,provenance,default,threshold,0.65,8,0.0541667,0.0734375,0.0921875,0.00885416,,,,0.871875,0.867708,0.115625,0.833333,0.0421408,0.339339,,,1,51.695,12,0,150,0.0815281,0.105337,0.117776,0.0124876,,,,0.0839191,0.0772079,0.0718847,0.100791,0.0166048,0.161793,,,0,0.37503,0,0,0
threshold,none,provenance,default,threshold,0.8,8,0,0,0,0,,,,0.384375,0.386458,0.615625,0.333334,0.53984,0,,,1,50.7936,12,0,150,0,0,0,0,,,,0.169525,0.168439,0.169525,0.175481,0.0816789,0,,,0,1.5208,0,0,0
threshold,none,verified,default,threshold,0.2,8,0.05,0.0546875,0.0770834,0.0270834,,,,0.946875,0.944792,0.040625,0.929167,0,0.782089,,,1,54.6973,12,196.25,150,0.103892,0.104165,0.115899,0.0576922,,,,0.0632985,0.063455,0.0625892,0.114694,0,0.333336,,,0,0.395088,0,39.1143,0
threshold,none,verified,default,threshold,0.35,8,0.05,0.0546875,0.0770834,0.0270834,,,,0.946875,0.944792,0.040625,0.929167,0,0.782089,,,1,54.6973,12,196.25,150,0.103892,0.104165,0.115899,0.0576922,,,,0.0632985,0.063455,0.0625892,0.114694,0,0.333336,,,0,0.395088,0,39.1143,0
threshold,none,verified,default,threshold,0.5,8,0.05,0.0546875,0.0770834,0.0270834,,,,0.946875,0.944792,0.040625,0.929167,0,0.782089,,,1,54.6973,12,196.25,150,0.103892,0.104165,0.115899,0.0576922,,,,0.0632985,0.063455,0.0625892,0.114694,0,0.333336,,,0,0.395088,0,39.1143,0
threshold,none,verified,default,threshold,0.65,8,0.0333333,0.0473958,0.059375,0.00625,,,,0.940625,0.938542,0.05625,0.8875,0.0198549,0.248466,,,1,54.705,12,196.625,150,0.0690066,0.0949346,0.0985447,0.0117851,,,,0.061146,0.0594181,0.0593867,0.114,0.0136761,0.215229,,,0,0.38005,0,38.9393,0
threshold,none,verified,default,threshold,0.8,8,0,0,0,0,,,,0.665625,0.663542,0.334375,0.55,0.198664,0,,,1,54.7159,12,217.5,150,0,0,0,0,,,,0.150557,0.148467,0.150557,0.226779,0.0428565,0,,,0,0.356811,0,40.3308,0
threshold,plain,confidence,default,threshold,0.2,8,0.179167,0.207813,0.711458,0.161979,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.820833,0,1,1,8,0,39.6982,12,0,152,0.109744,0.13075,0.0730823,0.081084,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.109744,0,0,0,0,0,0.404929,0,0,0
threshold,plain,confidence,default,threshold,0.35,8,0.179167,0.207813,0.711458,0.161979,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.820833,0,1,1,8,0,39.6982,12,0,152,0.109744,0.13075,0.0730823,0.081084,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.109744,0,0,0,0,0,0.404929,0,0,0
threshold,plain,confidence,default,threshold,0.5,8,0.179167,0.207813,0.711458,0.161979,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.820833,0,1,1,8,0,39.6982,12,0,152,0.109744,0.13075,0.0730823,0.081084,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.109744,0,0,0,0,0,0.404929,0,0,0
threshold,plain,confidence,default,threshold,0.65,8,0.179167,0.207813,0.711458,0.161979,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.820833,0,1,1,8,0,39.6982,12,0,152,0.109744,0.13075,0.0730823,0.081084,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.109744,0,0,0,0,0,0.404929,0,0,0
threshold,plain,confidence,default,threshold,0.8,8,0.533333,0.446354,0.767708,0.220833,0.529167,0.529167,0.929167,0.803125,0.803125,0.184375,0.45,0.113168,0.977172,1,8,0,39.6298,12,0,152,0.169031,0.141306,0.0732181,0.102329,0.0700057,0.0700057,0.0700057,0.0949036,0.0949036,0.0972272,0.171825,0.0196232,0.0211912,0,0,0,0.373471,0,0,0
threshold,plain,provenance,default,threshold,0.2,8,0.0708333,0.0812501,0.711458,0.0354167,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.929167,0,1,1,2.75,0.75,51.6982,12,0,152,0.114694,0.115899,0.0730823,0.057563,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.114694,0,0,0,3.49489,0.46291,0.404929,0,0,0
threshold,plain,provenance,default,threshold,0.35,8,0.0708333,0.0812501,0.708854,0.0354167,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.929167,0,0.983429,0.973883,2.75,0.75,51.6982,12,0,152,0.114694,0.115899,0.0723553,0.057563,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.114694,0,0.0192628,0.0304722,3.49489,0.46291,0.404929,0,0,0
threshold,plain,provenance,default,threshold,0.5,8,0.0708333,0.0802084,0.121875,0.034375,0,0,0.4,0.94375,0.944792,0.03125,0.925,0,0.432264,0,2.75,0.75,51.6954,12,0,152,0.114694,0.116683,0.146228,0.0579388,0,0,0,0.0608716,0.0573794,0.0347183,0.112335,0,0.121801,0,3.49489,0.46291,0.396152,0,0,0
threshold,plain,provenance,default,threshold,0.65,8,0.0416666,0.0635417,0.0744791,0.00625,0,0,0.4,0.915625,0.895833,0.06875,0.795833,0.0500971,0.129805,0,2.75,0.75,51.6989,12,0,152,0.0584182,0.0866813,0.0943711,0.0117851,0,0,0,0.0778477,0.0744022,0.0477157,0.126538,0.0121213,0.096619,0,3.49489,0.46291,0.375672,0,0,0
threshold,plain,provenance,default,threshold,0.8,8,0,0,0,0,0,0,0.4,0.3875,0.3875,0.6125,0.183333,0.567265,0,0,0,1,49.7629,12,0,152,0,0,0,0,0,0,0,0.167971,0.167971,0.167971,0.11547,0.0698902,0,0,0,0,2.17972,0,0,0
threshold,plain,verified,default,threshold,0.2,8,0.0541667,0.0583334,0.431771,0.0322917,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.925,0,0.767917,0.736013,2.375,0.75,54.7013,12,197.875,152,0.105315,0.106603,0.159129,0.0584927,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.120515,0,0.117887,0.138567,3.62284,0.46291,0.40838,0,37.7489,0
threshold,plain,verified,default,threshold,0.35,8,0.0541667,0.0583334,0.430729,0.0322917,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.925,0,0.759241,0.724328,2.375,0.75,54.7013,12,197.875,152,0.105315,0.106603,0.158364,0.0584927,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.120515,0,0.112362,0.132812,3.62284,0.46291,0.40838,0,37.7489,0
threshold,plain,verified,default,threshold,0.5,8,0.0541667,0.0583334,0.0802084,0.03125,0,0,0.4,0.965625,0.9625,0.021875,0.925,0,0.294351,0,2.375,0.75,54.6986,12,199.25,152,0.105315,0.106603,0.123015,0.0580351,0,0,0,0.0399497,0.0445435,0.0311606,0.120515,0,0.160057,0,3.62284,0.46291,0.39769,0,37.9539,0
threshold,plain,verified,default,threshold,0.65,8,0.025,0.0421875,0.05,0.00625,0,0,0.4,0.946875,0.94375,0.05,0.8625,0.0270885,0.0813791,0,1.625,0.875,54.7054,12,201.25,152,0.0462909,0.0794463,0.0831246,0.0117851,0,0,0,0.041052,0.0440396,0.0377964,0.122717,0.0175524,0.0710732,0,2.82527,0.353553,0.380126,0,39.1399,0
threshold,plain,verified,default,threshold,0.8,8,0,0,0,0,0,0,0.4,0.653125,0.655208,0.346875,0.4625,0.206565,0,0,0,1,54.7121,12,221.875,152,0,0,0,0,0,0,0,0.155516,0.153655,0.155516,0.162752,0.0500907,0,0,0,0,0.330096,0,41.8789,0
threshold,forged_meta,confidence,default,threshold,0.2,8,0.241667,0.267708,0.711458,0.221875,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.758333,0,1,1,8,0,39.6982,12,0,152,0.0971825,0.109376,0.0730823,0.0718847,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.0971824,0,0,0,0,0,0.404929,0,0,0
threshold,forged_meta,confidence,default,threshold,0.35,8,0.241667,0.267708,0.711458,0.221875,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.758333,0,1,1,8,0,39.6982,12,0,152,0.0971825,0.109376,0.0730823,0.0718847,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.0971824,0,0,0,0,0,0.404929,0,0,0
threshold,forged_meta,confidence,default,threshold,0.5,8,0.241667,0.267708,0.711458,0.221875,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.758333,0,1,1,8,0,39.6982,12,0,152,0.0971825,0.109376,0.0730823,0.0718847,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.0971824,0,0,0,0,0,0.404929,0,0,0
threshold,forged_meta,confidence,default,threshold,0.65,8,0.241667,0.267708,0.711458,0.221875,0.425,0.425,0.825,0.940625,0.940625,0.03125,0.758333,0,1,1,8,0,39.6982,12,0,152,0.0971825,0.109376,0.0730823,0.0718847,0.0584183,0.0584183,0.0584183,0.0680566,0.0664338,0.0347183,0.0971824,0,0,0,0,0,0.404929,0,0,0
threshold,forged_meta,confidence,default,threshold,0.8,8,0.666667,0.55625,0.767708,0.330729,0.529167,0.529167,0.929167,0.803125,0.803125,0.184375,0.316667,0.113168,0.977172,1,8,0,39.6298,12,0,152,0.191071,0.153949,0.0732181,0.154415,0.0700057,0.0700057,0.0700057,0.0949036,0.0949036,0.0972272,0.199205,0.0196232,0.0211912,0,0,0,0.373471,0,0,0
threshold,forged_meta,provenance,default,threshold,0.2,8,0.208333,0.246875,0.711458,0.201042,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.791667,0,1,1,8,0,51.6982,12,0,152,0.0830948,0.110526,0.0730823,0.0631807,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0830947,0,0,0,0,0,0.404929,0,0,0
threshold,forged_meta,provenance,default,threshold,0.35,8,0.208333,0.246875,0.711458,0.201042,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.791667,0,1,1,8,0,51.6982,12,0,152,0.0830948,0.110526,0.0730823,0.0631807,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0830947,0,0,0,0,0,0.404929,0,0,0
threshold,forged_meta,provenance,default,threshold,0.5,8,0.208333,0.246875,0.711458,0.201042,0.425,0.425,0.825,0.946875,0.945833,0.03125,0.791667,0,1,1,8,0,51.6982,12,0,152,0.0830948,0.110526,0.0730823,0.0631807,0.0584183,0.0584183,0.0584183,0.0541781,0.055277,0.0347183,0.0830947,0,0,0,0,0,0.404929,0,0,0
threshold,forged_meta,provenance,default,threshold,0.65,8,0.179167,0.244271,0.498437,0.0713541,0.45,0.45,0.85,0.903125,0.888542,0.084375,0.725,0.0646523,0.231124,0.224434,7.875,0.125,51.6989,12,0,152,0.0688626,0.106111,0.0726803,0.0394931,0.0534522,0.0534522,0.0534522,0.0725031,0.0770149,0.051647,0.136568,0.0153822,0.0938415,0.0989249,0.353553,0.353553,0.390561,0,0,0
threshold,forged_meta,provenance,default,threshold,0.8,8,0,0.0119792,0.0119792,0,0,0,0.4,0.3875,0.3875,0.6125,0.183333,0.567265,0,0,0.875,1,49.7914,12,0,152,0,0.00646937,0.00646937,0,0,0,0,0.167971,0.167971,0.167971,0.11547,0.0698902,0,0,0.353553,0,2.14363,0,0,0
threshold,forged_meta,verified,default,threshold,0.2,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,54.7013,12,197.875,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.40838,0,37.7489,0
threshold,forged_meta,verified,default,threshold,0.35,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,54.7013,12,197.875,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.40838,0,37.7489,0
threshold,forged_meta,verified,default,threshold,0.5,8,0.141667,0.152604,0.431771,0.126562,0.270834,0.270834,0.670833,0.965625,0.965625,0.021875,0.8375,0,0.767917,0.736013,7.375,0.125,54.7013,12,197.875,152,0.10351,0.113606,0.159129,0.0702863,0.10303,0.10303,0.10303,0.0399497,0.0399497,0.0311606,0.122717,0,0.117887,0.138567,1.76777,0.353553,0.40838,0,37.7489,0
threshold,forged_meta,verified,default,threshold,0.65,8,0.0875,0.130729,0.2875,0.0427083,0.229167,0.229167,0.629167,0.959375,0.957292,0.0375,0.833333,0.0319571,0.145941,0.131887,7.125,0.25,54.7023,12,200.75,152,0.0615604,0.0906584,0.110621,0.0271633,0.0452068,0.0452068,0.0452068,0.0399497,0.03945,0.0353553,0.144749,0.0151723,0.0751345,0.113794,1.80772,0.46291,0.393688,0,37.6478,0
threshold,forged_meta,verified,default,threshold,0.8,8,0,0.00833334,0.00833334,0,0,0,0.4,0.653125,0.655208,0.346875,0.4625,0.206565,0,0,0.625,1,54.7123,12,221.875,152,0,0.00589257,0.00589257,0,0,0,0,0.155516,0.153655,0.155516,0.162752,0.0500907,0,0,0.517549,0,0.33027,0,41.8789,0
hops,none,provenance,default,max_hops,1,8,0.0625,0.0760417,0.113542,0.0317708,,,,0.90625,0.897917,0.071875,0.916667,0.104375,0.957143,,,1,51.6877,12,0,150,0.0966707,0.110302,0.137721,0.0477644,,,,0.0664804,0.071513,0.0431722,0.089087,0.0188775,0.0808122,,,0,0.380567,0,0,0
hops,none,provenance,default,max_hops,2,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.932292,0.040625,0.920834,0.00421478,0.9875,,,1,51.6918,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0658337,0.0625892,0.109744,0.00195916,0.0353553,,,0,0.392562,0,0,0
hops,none,provenance,default,max_hops,3,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
hops,none,provenance,default,max_hops,4,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
hops,none,provenance,default,max_hops,none,8,0.0708333,0.08125,0.11875,0.0333334,,,,0.9375,0.934375,0.040625,0.920834,0,1,,,1,51.6927,12,0,150,0.114694,0.118606,0.141351,0.0565195,,,,0.0681385,0.0673237,0.0625892,0.109744,0,0,,,0,0.391992,0,0,0
hops,none,verified,default,max_hops,1,8,0.0416666,0.0489584,0.0765625,0.025,,,,0.921875,0.913542,0.065625,0.916667,0.117296,0.733225,,,1,54.6925,12,176,150,0.0811621,0.092495,0.11465,0.0476116,,,,0.0870524,0.0928964,0.0731162,0.0975899,0.0101498,0.342911,,,0,0.382462,0,33.3338,0
